user_id,playtime_forever,item_id,release_date,genres_Action,genres_Adventure,genres_Animation and Modeling
raul_mamador_de_ppk,1530,10,2000,1,0,0
76561198040188061,3895,10,2000,1,0,0
itran1,439,10,2000,1,0,0
76561198109775138,0,10,2000,1,0,0
76561197966979423,131,10,2000,1,0,0
Shredderman962,2670,10,2000,1,0,0
andrewjohn,242146,10,2000,1,0,0
76561197964473354,0,10,2000,1,0,0
naaaaaaz,312,10,2000,1,0,0
rsmurfy,272,10,2000,1,0,0
Snickerbones,351,10,2000,1,0,0
76561198060787863,4788,10,2000,1,0,0
76561198073586132,0,10,2000,1,0,0
spaceblob,6,10,2000,1,0,0
sPeKE_,18741,10,2000,1,0,0
_codered66_,259,10,2000,1,0,0
wobblestar,0,10,2000,1,0,0
stinglock,384,10,2000,1,0,0
nstokesy,7,10,2000,1,0,0
AfterEffects,9,10,2000,1,0,0
stormlrd,0,10,2000,1,0,0
ambrew,0,10,2000,1,0,0
76561198002009906,14193,10,2000,1,0,0
syrith,0,10,2000,1,0,0
TankClash,218,10,2000,1,0,0
76561198104909664,157,10,2000,1,0,0
76561198027110664,55,10,2000,1,0,0
sixfeetunder98,92,10,2000,1,0,0
bournedemocracy,23,10,2000,1,0,0
thediamond96,69,10,2000,1,0,0
allanall,62,10,2000,1,0,0
6524696969,80,10,2000,1,0,0
TEH_B4TMAN,423,10,2000,1,0,0
ChipsHandon,36,10,2000,1,0,0
playgamesonlineoffical,8,10,2000,1,0,0
76561198097591088,312,10,2000,1,0,0
60324133769,50653,10,2000,1,0,0
76561197970754837,75,10,2000,1,0,0
76561197971111615,22,10,2000,1,0,0
76561197970528472,15,10,2000,1,0,0
hoobiedoobie5657,10,10,2000,1,0,0
76561197965943381,77,10,2000,1,0,0
ninhigan,935,10,2000,1,0,0
Dagonlevel5,100,10,2000,1,0,0
83837474,86,10,2000,1,0,0
milliardovr,94300,10,2000,1,0,0
uzicide,462,10,2000,1,0,0
veroxAU,53,10,2000,1,0,0
viper18,0,10,2000,1,0,0
76561198077707535,20,10,2000,1,0,0
dvs,1717,10,2000,1,0,0
EliotJordan,8,10,2000,1,0,0
76561198039088657,1196,10,2000,1,0,0
76561198186712695,8,10,2000,1,0,0
imonthehustle,10,10,2000,1,0,0
HeyItsWill,1674,10,2000,1,0,0
wyvaud,0,10,2000,1,0,0
76561197992887038,73831,10,2000,1,0,0
ijr0,3150,10,2000,1,0,0
syates,53,10,2000,1,0,0
76561198098423566,74,10,2000,1,0,0
zOOyOrK187,3602,10,2000,1,0,0
76561198083246772,502,10,2000,1,0,0
PWNSTARS,473,10,2000,1,0,0
MapleB0y,142,10,2000,1,0,0
witcher01,0,10,2000,1,0,0
76561197981391132,0,10,2000,1,0,0
76561197983944271,12,10,2000,1,0,0
ED13,1515,10,2000,1,0,0
dj-hyb,15305,10,2000,1,0,0
adi_a12,1,10,2000,1,0,0
Munsun,0,10,2000,1,0,0
mato__,56,10,2000,1,0,0
nathan3197,212,10,2000,1,0,0
_FEZA,246,10,2000,1,0,0
Criss0087,14,10,2000,1,0,0
ShadowsGlory,67980,10,2000,1,0,0
shooterhunter,84,10,2000,1,0,0
a_pile_of_lag,107,10,2000,1,0,0
76561197996576526,20,10,2000,1,0,0
dalek869,1731,10,2000,1,0,0
76561198055065409,225,10,2000,1,0,0
reivehnfliyt,16698,10,2000,1,0,0
hotsaucdo,53,10,2000,1,0,0
Hirutha,1684,10,2000,1,0,0
nizamrahman,26,10,2000,1,0,0
InTranze,454,10,2000,1,0,0
dezcookies,0,10,2000,1,0,0
Matounc,9251,10,2000,1,0,0
doratheinbred,0,10,2000,1,0,0
76561198058955764,16,10,2000,1,0,0
76561198087445400,26,10,2000,1,0,0
perrocallejero,573,10,2000,1,0,0
crashii,604,10,2000,1,0,0
76561198068792113,11,10,2000,1,0,0
MiKuahEnak,104,10,2000,1,0,0
jakkpro895,418,10,2000,1,0,0
thecompl3x,0,10,2000,1,0,0
76561198086791205,7,10,2000,1,0,0
eddiedankmemes,83,10,2000,1,0,0
DEANOXHILL,715,10,2000,1,0,0
76561198059286499,1608,10,2000,1,0,0
daneye,292,10,2000,1,0,0
gloomyb36,845,10,2000,1,0,0
76561197987835955,3793,10,2000,1,0,0
18082001,100,10,2000,1,0,0
PritchardGSD,47,10,2000,1,0,0
MrProvidings,1511,10,2000,1,0,0
mayshowganmore,10113,10,2000,1,0,0
tzarius,0,10,2000,1,0,0
76561198056894326,2,10,2000,1,0,0
Cydran,44,10,2000,1,0,0
piepai,0,10,2000,1,0,0
DeathInTheAfternoon,47,10,2000,1,0,0
MIMMATA,53,10,2000,1,0,0
76561198031462148,15062,10,2000,1,0,0
darkking2098,222,10,2000,1,0,0
gsnake09,1772,10,2000,1,0,0
76561197975369524,30,10,2000,1,0,0
SitteNKitteNMitteN,380,10,2000,1,0,0
76561197977767929,32692,10,2000,1,0,0
wer38,9,10,2000,1,0,0
Wallfinstein,118,10,2000,1,0,0
76561197965157441,0,10,2000,1,0,0
Luk3yLuke,155,10,2000,1,0,0
Hybrid2000,32,10,2000,1,0,0
76561198025732569,5,10,2000,1,0,0
76561198066170298,2477,10,2000,1,0,0
dontevenbothercheckingthis,44,10,2000,1,0,0
dotcomplicated,33,10,2000,1,0,0
dirklah,0,10,2000,1,0,0
BRoLance,5055,10,2000,1,0,0
76561198089787987,15556,10,2000,1,0,0
76561198015511443,11151,10,2000,1,0,0
Briarious,0,10,2000,1,0,0
Rhinoza,0,10,2000,1,0,0
rakeial,125,10,2000,1,0,0
DaQuestoMondoAndiamAManiVuote,4075,10,2000,1,0,0
76561198071378635,1375,10,2000,1,0,0
marko101,593,10,2000,1,0,0
adders,22,10,2000,1,0,0
dandan472,739,10,2000,1,0,0
kab4002,4,10,2000,1,0,0
76561198060811426,3,10,2000,1,0,0
76561197964072195,1845,10,2000,1,0,0
akaeti,218,10,2000,1,0,0
bdpk,1064,10,2000,1,0,0
SharkAlena,8,10,2000,1,0,0
apex124,1558,10,2000,1,0,0
AncientArtofDaiSuKi,0,10,2000,1,0,0
ohsotoast,1500,10,2000,1,0,0
157645,357,10,2000,1,0,0
76561197968620326,0,10,2000,1,0,0
flamingpenguin,131,10,2000,1,0,0
archangel147,116,10,2000,1,0,0
76561198034565104,2068,10,2000,1,0,0
76561198047877732,528,10,2000,1,0,0
76561197989615671,550,10,2000,1,0,0
Archanoid,18,10,2000,1,0,0
76561197960288186,0,10,2000,1,0,0
Liron-S,36,10,2000,1,0,0
666101,0,10,2000,1,0,0
2571,1111,10,2000,1,0,0
NovaL7,71882,10,2000,1,0,0
76561198065013217,0,10,2000,1,0,0
76561197972911511,48,10,2000,1,0,0
17101710,21,10,2000,1,0,0
aweraw,0,10,2000,1,0,0
AzzX,0,10,2000,1,0,0
76561197968683994,3,10,2000,1,0,0
76561198042140281,35591,10,2000,1,0,0
Banditx0r,0,10,2000,1,0,0
76561197960874012,0,10,2000,1,0,0
MrBluesProfile,30,10,2000,1,0,0
smasher6784,5846,10,2000,1,0,0
76561198025880367,204,10,2000,1,0,0
76561197968887720,2,10,2000,1,0,0
76561197963429707,622,10,2000,1,0,0
beer_barron,0,10,2000,1,0,0
barneybeen,0,10,2000,1,0,0
benjaadarmes123,587,10,2000,1,0,0
Bernheim,6684,10,2000,1,0,0
Wing_IKU,74,10,2000,1,0,0
76561197971951483,0,10,2000,1,0,0
76561198027114566,4,10,2000,1,0,0
76561198028699280,0,10,2000,1,0,0
Bird_Of_PrAy,5,10,2000,1,0,0
tella,0,10,2000,1,0,0
76561197967457505,24,10,2000,1,0,0
versedgaming,16,10,2000,1,0,0
BlackBird252L,282,10,2000,1,0,0
pwnerer42,324,10,2000,1,0,0
76561197965461199,0,10,2000,1,0,0
76561198066905830,1,10,2000,1,0,0
76561197997997380,24,10,2000,1,0,0
Blood_and_Bone,10233,10,2000,1,0,0
76561197966721582,0,10,2000,1,0,0
76561198083818900,333,10,2000,1,0,0
76561197989469116,4869,10,2000,1,0,0
76561198026782205,25918,10,2000,1,0,0
76561198060068927,57,10,2000,1,0,0
76561198070500267,2824,10,2000,1,0,0
blTaaaa,1264,10,2000,1,0,0
76561198003775588,324,10,2000,1,0,0
76561197960811584,0,10,2000,1,0,0
76561197972384083,0,10,2000,1,0,0
76561197966217462,0,10,2000,1,0,0
specul8,0,10,2000,1,0,0
brent3000,0,10,2000,1,0,0
BrodyL12,858,10,2000,1,0,0
76561197992417379,8466,10,2000,1,0,0
76561198060429887,9058,10,2000,1,0,0
76561197960454309,5578,10,2000,1,0,0
ProCSSPlayer10101,555,10,2000,1,0,0
timtam012,1457,10,2000,1,0,0
L4MZBOO_DoniDass1112,21174,10,2000,1,0,0
mumbo3352,149,10,2000,1,0,0
76561198046431850,879,10,2000,1,0,0
76561198071755096,48,10,2000,1,0,0
76561197962441411,19,10,2000,1,0,0
causticsoda,14,10,2000,1,0,0
thepedrochamp,6,10,2000,1,0,0
djcharles02,123,10,2000,1,0,0
YouAintGonnaStalkMe,24,10,2000,1,0,0
chocodude,0,10,2000,1,0,0
76561197968205306,24,10,2000,1,0,0
CHOZN1,254,10,2000,1,0,0
codedj,11,10,2000,1,0,0
76561197982665201,0,10,2000,1,0,0
76561198084598136,0,10,2000,1,0,0
76561197967394259,20,10,2000,1,0,0
MehPonys,207,10,2000,1,0,0
Framn,6048,10,2000,1,0,0
76561197970909973,59625,10,2000,1,0,0
76561198028389936,15,10,2000,1,0,0
Makurii,2240,10,2000,1,0,0
76561197976370569,0,10,2000,1,0,0
76561197984709368,41,10,2000,1,0,0
cykninja,0,10,2000,1,0,0
76561198038939198,1,10,2000,1,0,0
76561198099408755,265,10,2000,1,0,0
daedalus-,0,10,2000,1,0,0
76561197964188781,0,10,2000,1,0,0
76561198057069464,3,10,2000,1,0,0
twinturboskyline,11,10,2000,1,0,0
udedmate,126,10,2000,1,0,0
76561198070549039,133,10,2000,1,0,0
-KillZone-,987,10,2000,1,0,0
dara1508,57,10,2000,1,0,0
Darienpls,106,10,2000,1,0,0
hardtostopme,0,10,2000,1,0,0
darvvin,121,10,2000,1,0,0
DerpGaming,239,10,2000,1,0,0
Dplayedition,16,10,2000,1,0,0
dazisbored,0,10,2000,1,0,0
76561198008592438,0,10,2000,1,0,0
76561198028452180,14,10,2000,1,0,0
76561197966950679,0,10,2000,1,0,0
hglhtbm,0,10,2000,1,0,0
damosphere,0,10,2000,1,0,0
dekiller112,10,10,2000,1,0,0
dellerd,30,10,2000,1,0,0
demolution,0,10,2000,1,0,0
diabz,100,10,2000,1,0,0
dickrambo,0,10,2000,1,0,0
tastyniggers69,535,10,2000,1,0,0
76561198041714563,153,10,2000,1,0,0
76561198061533143,396,10,2000,1,0,0
76561198082614655,9,10,2000,1,0,0
DJSean,88,10,2000,1,0,0
djmog,135,10,2000,1,0,0
dstack,163,10,2000,1,0,0
76561198050056860,140,10,2000,1,0,0
georgebrah,112,10,2000,1,0,0
Rakrent,23,10,2000,1,0,0
Wumba,0,10,2000,1,0,0
kozleewat,22,10,2000,1,0,0
76561198062511043,4,10,2000,1,0,0
azzythenig,12,10,2000,1,0,0
domfunkle,25,10,2000,1,0,0
76561198012252740,1,10,2000,1,0,0
thepengwin,77,10,2000,1,0,0
Suparcoffeeninja,509,10,2000,1,0,0
76561198061808307,96,10,2000,1,0,0
dougamer,7,10,2000,1,0,0
Dozza_The_Wozza,235,10,2000,1,0,0
76561197965208032,0,10,2000,1,0,0
drduckphd,222,10,2000,1,0,0
76561197960888883,0,10,2000,1,0,0
dubstep3000,0,10,2000,1,0,0
chuzz,0,10,2000,1,0,0
Duckei,24,10,2000,1,0,0
Napalm_Industry,16,10,2000,1,0,0
76561197973219617,0,10,2000,1,0,0
rosalindo,7,10,2000,1,0,0
76561198036933069,0,10,2000,1,0,0
mukeshmani,1717,10,2000,1,0,0
76561198005576563,141,10,2000,1,0,0
76561198049268659,0,10,2000,1,0,0
76561198067329668,76,10,2000,1,0,0
qbeggs,0,10,2000,1,0,0
76561198011493875,508,10,2000,1,0,0
elektro_haus,1,10,2000,1,0,0
Elie1234,176,10,2000,1,0,0
skullduggery55,0,10,2000,1,0,0
76561197960564189,0,10,2000,1,0,0
76561198049440934,0,10,2000,1,0,0
76561198049845244,2247,10,2000,1,0,0
eunmac,0,10,2000,1,0,0
76561197968108638,0,10,2000,1,0,0
Amaradas,120,10,2000,1,0,0
Externalz,3,10,2000,1,0,0
extronic,0,10,2000,1,0,0
Faawks,0,10,2000,1,0,0
76561197960666461,230,10,2000,1,0,0
76561197965059579,7514,10,2000,1,0,0
76561197960877600,256,10,2000,1,0,0
FatChicken420,821,10,2000,1,0,0
76561197961572037,89,10,2000,1,0,0
fazz,0,10,2000,1,0,0
fenetic,0,10,2000,1,0,0
killthewildlife,0,10,2000,1,0,0
jeremyisgay,7910,10,2000,1,0,0
76561197968594848,37141,10,2000,1,0,0
PepperMinty,131,10,2000,1,0,0
Forevertorpid,293,10,2000,1,0,0
forumjoe,0,10,2000,1,0,0
podeirladenunciar,683,10,2000,1,0,0
joshdenn,17,10,2000,1,0,0
76561197967473231,0,10,2000,1,0,0
76561198067805986,25,10,2000,1,0,0
frizbonk,4,10,2000,1,0,0
FTKzin,559,10,2000,1,0,0
ghostday,9,10,2000,1,0,0
76561198032422507,288,10,2000,1,0,0
76561197962448420,0,10,2000,1,0,0
76561198057416678,131,10,2000,1,0,0
76561198172234061,0,10,2000,1,0,0
Gatsukama,0,10,2000,1,0,0
76561197968154216,14,10,2000,1,0,0
76561197969946076,15345,10,2000,1,0,0
girodata,906,10,2000,1,0,0
gligor,2840,10,2000,1,0,0
evilcow156,54,10,2000,1,0,0
glynd,3,10,2000,1,0,0
76561197971634172,42,10,2000,1,0,0
76561197989466381,0,10,2000,1,0,0
azza213,34,10,2000,1,0,0
76561198048557313,34,10,2000,1,0,0
76561198001462907,108,10,2000,1,0,0
Vyndoril,14,10,2000,1,0,0
76561197963549028,1470,10,2000,1,0,0
76561197977470391,63,10,2000,1,0,0
76561197966165673,0,10,2000,1,0,0
gristy,362,10,2000,1,0,0
Veelee,543,10,2000,1,0,0
groggubus,0,10,2000,1,0,0
76561198054782837,0,10,2000,1,0,0
76561197978235192,3953,10,2000,1,0,0
Playerize,39,10,2000,1,0,0
XtremePrimus,280,10,2000,1,0,0
76561197960580457,9,10,2000,1,0,0
76561197962023392,402,10,2000,1,0,0
HalYContiki,15934,10,2000,1,0,0
Halistrogue,17,10,2000,1,0,0
magnetsbitch,211,10,2000,1,0,0
76561198065756613,0,10,2000,1,0,0
dontreee,237,10,2000,1,0,0
XHarbor,32,10,2000,1,0,0
mattjoyce,0,10,2000,1,0,0
zevlupine,0,10,2000,1,0,0
76561197965370768,0,10,2000,1,0,0
Hazzarrrh,27,10,2000,1,0,0
Blarghargh,0,10,2000,1,0,0
76561198052786944,209,10,2000,1,0,0
76561198060814410,11,10,2000,1,0,0
hellraiser23,3962,10,2000,1,0,0
76561197989837614,126,10,2000,1,0,0
76561198005778772,3913,10,2000,1,0,0
holastickboy,31,10,2000,1,0,0
jarryd187,28388,10,2000,1,0,0
hormone1971,0,10,2000,1,0,0
ag3nt,216,10,2000,1,0,0
hilman,0,10,2000,1,0,0
dekruz,16,10,2000,1,0,0
76561197974754753,0,10,2000,1,0,0
76561197975513866,0,10,2000,1,0,0
mist_of_pandaria,70,10,2000,1,0,0
Chompbob,0,10,2000,1,0,0
76561197979325816,32,10,2000,1,0,0
76561198080444143,6,10,2000,1,0,0
IgniteAU,6,10,2000,1,0,0
spaztickilla,319,10,2000,1,0,0
Inexistent911,3155,10,2000,1,0,0
76561197987109775,0,10,2000,1,0,0
RubberFingers,0,10,2000,1,0,0
InsomniakYoutube,9,10,2000,1,0,0
instantcoffeehit,0,10,2000,1,0,0
76561197966878140,7,10,2000,1,0,0
iotlek,0,10,2000,1,0,0
shucuz,24,10,2000,1,0,0
iavantheorible,0,10,2000,1,0,0
b_b_b,2720,10,2000,1,0,0
saltymotherfucker,5057,10,2000,1,0,0
jafoolie,0,10,2000,1,0,0
76561198022704114,0,10,2000,1,0,0
jahosaOCE,86,10,2000,1,0,0
jaico99rules,61,10,2000,1,0,0
76561197987785712,65,10,2000,1,0,0
Jakobey,974,10,2000,1,0,0
Jamamimamaiu,45,10,2000,1,0,0
Bigzy,441,10,2000,1,0,0
JamesTB,159,10,2000,1,0,0
76561198034070122,18,10,2000,1,0,0
76561198075115457,415,10,2000,1,0,0
76561198041547166,1,10,2000,1,0,0
Toofast4u8,3313,10,2000,1,0,0
76561197966587792,0,10,2000,1,0,0
prayforme,0,10,2000,1,0,0
jett1234,19,10,2000,1,0,0
yougotblehed,1559,10,2000,1,0,0
jikarta,990,10,2000,1,0,0
76561197977114271,0,10,2000,1,0,0
irschington,2,10,2000,1,0,0
76561197983745201,0,10,2000,1,0,0
76561198050948120,378,10,2000,1,0,0
guvnanixon,146,10,2000,1,0,0
76561197970532578,0,10,2000,1,0,0
johnnycooltail,0,10,2000,1,0,0
dzakuan,124,10,2000,1,0,0
76561197966301170,0,10,2000,1,0,0
diegoenoisfunksumare,0,10,2000,1,0,0
76561198004012246,0,10,2000,1,0,0
76561197968376795,0,10,2000,1,0,0
Mr_Haus,1,10,2000,1,0,0
Kamaji63,535,10,2000,1,0,0
76561197968027714,0,10,2000,1,0,0
kingkelp,0,10,2000,1,0,0
kennychan222,1220,10,2000,1,0,0
Killaruana,551,10,2000,1,0,0
killer7475,32,10,2000,1,0,0
76561198054281646,5689,10,2000,1,0,0
76561198001175414,147885,10,2000,1,0,0
76561198036572415,710,10,2000,1,0,0
TheKooke,1576,10,2000,1,0,0
76561197998873955,388,10,2000,1,0,0
76561197961325529,138,10,2000,1,0,0
krisx,1,10,2000,1,0,0
OneHellOfAGamer,439,10,2000,1,0,0
kryzikk,6,10,2000,1,0,0
JohnnyMcShitty,9065,10,2000,1,0,0
cggamess123,713,10,2000,1,0,0
solarr_,58,10,2000,1,0,0
76561197995164363,6417,10,2000,1,0,0
leejay83,0,10,2000,1,0,0
legendofretro,211,10,2000,1,0,0
paradoxnz,1154,10,2000,1,0,0
Newlander95,107,10,2000,1,0,0
LemmyID,438,10,2000,1,0,0
76561197990895276,17,10,2000,1,0,0
76561197992914902,3145,10,2000,1,0,0
SASMCSASSY,207,10,2000,1,0,0
76561198043906632,36,10,2000,1,0,0
Limeberry420,93152,10,2000,1,0,0
Lioot,37,10,2000,1,0,0
lizzygson,214451,10,2000,1,0,0
76561197963420680,65,10,2000,1,0,0
76561197970551076,0,10,2000,1,0,0
